,id,budget,homepage,original_language,original_is_en,original_title,popularity,popularity_cat,release_date,year,month,runtime,revenue,best_seller,revenue_rank,yearly_revenue_sum,revenue_year_percent,rev_budg_ratio,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,Thriller,TV Movie,War,Western,en,fr,es,de,ru,it,ja,Art,Camera,Costume & Make-Up,Crew,Directing,Editing,Lighting,Production,Sound,Visual Effects,Writing,female_cnt,male_cnt
10,11,1000000,0,en,1,Rocky,14.774065971374512,Superb,11/21/76,1976.0,11.0,119.0,117235147.0,Yes,2,1372780293.0,8.540000000000001,117.2351,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,5.0,4.0,4.0,1.0,6.0,3.0,0.0,1.0,2.0,17.0
11,12,0,0,en,1,Revenge of the Nerds II: Nerds in Paradise,10.543749809265137,Superb,7/10/87,1987.0,7.0,98.0,22642033.0,Yes,19,5268005297.0,0.43,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
12,13,15000000,1,en,1,American Beauty,20.726577758789062,Superb,9/15/99,1999.0,9.0,122.0,356296601.0,Yes,4,13702394182.0,2.6,23.7531,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,11.0,23.0,5.0,8.0,3.0,11.0,19.0,8.0,3.0,15.0,28.0
13,14,53000000,0,en,1,Be Cool,13.31423282623291,Superb,3/4/05,2005.0,3.0,118.0,95226116.0,Yes,24,23749646877.0,0.4,1.7967,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,2.0,0.0,7.0,1.0,0.0,2.0,3.0,13.0
14,15,102000000,0,en,1,Minority Report,20.66606330871582,Superb,6/20/02,2002.0,6.0,145.0,358372926.0,Yes,8,23033759833.0,1.5599999999999998,3.5135,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,15.0,14.0,36.0,4.0,6.0,7.0,21.0,17.0,13.0,4.0,9.0,38.0
15,16,500000,1,sr,0,Šišanje,1.018476963043213,Low,10/6/10,2010.0,10.0,97.0,198.0,No,123,23498464918.0,0.0,0.0004,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,5.0,1.0,2.0,0.0,2.0,4.0,0.0,4.0,0.0,1.0
16,17,26000000,0,en,1,Red Eye,6.3369269371032715,High,8/4/05,2005.0,8.0,85.0,57891803.0,Yes,38,23749646877.0,0.24,2.2266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,14.0,1.0,2.0,3.0,0.0,8.0,1.0,0.0,1.0,10.0,9.0
17,18,0,0,en,1,The Invisible Woman,4.183557987213135,Medium,12/25/13,2013.0,12.0,111.0,1234254.0,Yes,96,29992872221.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,3.0,2.0,1.0,1.0,0.0,5.0,6.0,3.0,2.0,3.0,4.0
18,19,8000000,0,en,1,Chalet Girl,6.4962592124938965,High,2/2/11,2011.0,2.0,96.0,1749457.0,Yes,89,25150752899.0,0.01,0.2187,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
19,20,32000000,0,en,1,Transporter 2,11.359659194946289,Superb,8/2/05,2005.0,8.0,87.0,85167639.0,Yes,30,23749646877.0,0.36,2.6615,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,6.0,1.0,0.0,4.0,0.0,9.0
20,21,80000000,0,en,1,Lost in Space,12.000578880310059,Superb,4/3/98,1998.0,4.0,130.0,136159423.0,Yes,10,9987500838.0,1.3599999999999999,1.702,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,9.0,25.0,5.0,4.0,4.0,23.0,16.0,11.0,3.0,5.0,25.0
21,22,4000000,0,en,1,Friday the 13th Part III,7.992290019989014,High,8/13/82,1982.0,8.0,95.0,36690067.0,Yes,7,2248372983.0,1.63,9.1725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,1.0,8.0
22,23,0,1,en,1,V/H/S,7.820786952972412,High,7/28/12,2012.0,7.0,116.0,100345.0,No,109,30080270257.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,0.0,0.0,6.0,1.0,14.0
23,24,0,1,en,1,InSight,1.3233330249786377,Low,9/2/11,2011.0,9.0,92.0,17011.0,No,117,25150752899.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,2.0,1.0,3.0
24,25,0,1,en,1,Black Sheep,7.434576988220215,High,9/9/06,2006.0,9.0,87.0,4947717.0,Yes,78,21603815973.0,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,5.0
25,26,0,0,en,1,Dr. Giggles,1.2523670196533203,Low,10/23/92,1992.0,10.0,95.0,8403433.0,Yes,31,7353384777.0,0.11,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,4.0,1.0,0.0,2.0,2.0,6.0
26,27,10000000,0,en,1,The Spanish Prisoner,4.305735111236572,Medium,9/8/97,1997.0,9.0,110.0,13835130.0,Yes,34,13276986561.0,0.1,1.3835,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,7.0,1.0,0.0,1.0,8.0,8.0
27,28,11000000,0,en,1,What If,10.841891288757324,Superb,9/7/13,2013.0,9.0,93.0,7847000.0,Yes,81,29992872221.0,0.03,0.7134,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,6.0,1.0,0.0,3.0,2.0,3.0
28,29,6000000,0,en,1,The Transformers: The Movie,6.759181022644043,High,8/8/86,1986.0,8.0,84.0,5849647.0,Yes,33,4674032385.0,0.13,0.9749,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,13.0,1.0,0.0,1.0,0.0,3.0
29,30,45000000,0,en,1,Changing Lanes,7.818620204925537,High,4/7/02,2002.0,4.0,89.0,94935764.0,Yes,19,23033759833.0,0.41000000000000003,2.1097,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,5.0
30,31,13000000,0,fr,0,Intouchables,16.0869197845459,Superb,11/2/11,2011.0,11.0,112.0,426480871.0,Yes,5,25150752899.0,1.7000000000000002,32.8062,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,3.0,2.0,3.0,2.0,1.0,5.0,4.0,0.0,3.0,0.0,4.0
31,32,0,1,fr,0,Caché,5.695859909057617,Medium,5/2/05,2005.0,5.0,117.0,36000000.0,Yes,51,23749646877.0,0.15,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,9.0,1.0,0.0,1.0,2.0,9.0
32,33,90000000,1,en,1,The Last Witch Hunter,13.412445068359375,Superb,10/21/15,2015.0,10.0,106.0,146936910.0,Yes,25,35568350164.0,0.41000000000000003,1.6326,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,13.0,7.0,4.0,10.0,0.0,7.0,8.0,21.0,4.0,6.0,18.0
33,34,0,0,en,1,ABCs of Death 2,8.25485610961914,High,10/2/14,2014.0,10.0,125.0,7171.0,No,121,28532951356.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,9.0,2.0,0.0,18.0,5.0,10.0
34,35,140000000,0,en,1,Rush Hour 3,9.718111038208008,Superb,8/8/07,2007.0,8.0,91.0,258022233.0,Yes,8,23628170923.0,1.09,1.843,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,0.0,5.0,1.0,0.0,2.0,2.0,13.0
35,36,30000000,1,en,1,Safe,8.234381675720215,High,4/16/12,2012.0,4.0,94.0,40346186.0,Yes,43,30080270257.0,0.13,1.3449,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,2.0,3.0,0.0,9.0,13.0,0.0,1.0,3.0,15.0
36,37,0,0,en,1,About Adam,2.100498914718628,Low,1/28/00,2000.0,1.0,105.0,151559.0,No,58,9572907611.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
37,38,50000000,0,en,1,Outbreak,13.676444053649902,Superb,3/10/95,1995.0,3.0,127.0,189859560.0,Yes,9,14187433880.0,1.34,3.7972,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,4.0,1.0,0.0,2.0,2.0,11.0
38,39,0,1,en,1,Final: The Rapture,0.329259991645813,Low,9/13/13,2013.0,9.0,90.0,92100.0,No,116,29992872221.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
39,40,3800000,0,en,1,Major Dundee,3.055936098098755,Medium,4/7/65,1965.0,4.0,123.0,14873.0,No,4,487867386.0,0.0,0.0039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,4.0,0.0,7.0
40,41,0,1,en,1,Cocaine Cowboys,2.9416260719299316,Low,4/26/06,2006.0,4.0,118.0,163000.0,No,103,21603815973.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
41,42,3000000,0,en,1,Cool Hand Luke,9.71871280670166,Superb,6/22/67,1967.0,6.0,126.0,16217773.0,Yes,5,774624062.0,2.09,5.4059,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,4.0,2.0,1.0,2.0,2.0,5.0,0.0,3.0,0.0,17.0
42,43,25000000,0,en,1,The Next Best Thing,2.971998929977417,Low,3/3/00,2000.0,3.0,108.0,24362772.0,Yes,33,9572907611.0,0.25,0.9745,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,4.0,7.0
43,44,6000000,0,en,1,5 Flights Up,9.383088111877441,Superb,9/5/14,2014.0,9.0,92.0,1020921.0,Yes,82,28532951356.0,0.0,0.1702,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,2.0,1.0,6.0
44,45,15000000,1,en,1,The Wedding Date,5.615303039550781,Medium,2/4/05,2005.0,2.0,88.0,47175038.0,Yes,46,23749646877.0,0.2,3.145,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,1.0,5.0,3.0
45,46,3906840,0,it,0,La doppia ora,2.382067918777466,Low,10/9/09,2009.0,10.0,95.0,4300000.0,Yes,76,25242636900.0,0.02,1.1006,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0
46,47,80000000,1,en,1,Ice Age: The Meltdown,16.646028518676758,Superb,3/23/06,2006.0,3.0,91.0,660940780.0,Yes,1,21603815973.0,3.06,8.2618,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,3.0
47,48,44000000,1,en,1,The Hateful Eight,20.328821182250977,Superb,12/25/15,2015.0,12.0,167.0,155760117.0,Yes,23,35568350164.0,0.44,3.54,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,4.0,13.0,7.0,2.0,5.0,0.0,11.0,14.0,10.0,1.0,8.0,17.0
48,49,0,0,en,1,Wilson,8.984386444091797,High,3/24/17,2017.0,3.0,94.0,653951.0,No,34,23142192148.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,6.0,4.0,2.0,1.0,0.0,4.0,7.0,0.0,2.0,2.0,8.0
49,50,38000000,0,en,1,Star Trek: Generations,8.105708122253418,High,11/17/94,1994.0,11.0,118.0,120000000.0,Yes,6,7851833197.0,1.53,3.1579,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0,1.0,0.0,2.0,1.0,11.0
50,51,560000,1,nl,0,Aanrijding in Moscou,1.5729039907455444,Low,1/30/08,2008.0,1.0,102.0,1500000.0,Yes,81,24112096599.0,0.01,2.6786,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
51,52,12000000,0,en,1,The Great Race,4.473327159881592,Medium,7/1/65,1965.0,7.0,160.0,25333333.0,Yes,2,487867386.0,5.19,2.1111,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,6.0
52,53,0,0,en,1,The Last Flight of Noah's Ark,1.012665033340454,Low,6/24/80,1980.0,6.0,97.0,11000000.0,Yes,13,1741317629.0,0.63,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0
53,54,0,1,en,1,For Keeps,5.410839080810547,Medium,1/15/88,1988.0,1.0,98.0,17514553.0,Yes,22,4214574386.0,0.42,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
54,55,20000000,0,en,1,Risen,8.759800910949707,High,2/19/16,2016.0,2.0,107.0,46069568.0,Yes,42,26641327233.0,0.16999999999999998,2.3035,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,2.0,0.0,8.0,1.0,0.0,3.0,0.0,6.0
55,56,0,0,en,1,Son in Law,9.12271785736084,Superb,7/2/93,1993.0,7.0,95.0,36448200.0,Yes,17,8234217863.0,0.44,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0
